timestamp,frame,range_bin,I,Q,phase,heart_rate_bpm
0.07918095588684082,1,2,2228,-4262,-1.0891075206655008,84.0
0.1378777027130127,2,2,1284,-4874,-1.3132100545216596,94.9
0.1831679344177246,3,2,654,-5182,-1.4452539663848556,94.0
0.22861099243164062,4,2,857,-5152,-1.405962421632142,93.2
0.28865504264831543,5,2,68,-5350,-1.5580867308085253,92.1
0.33316946029663086,6,2,280,-5197,-1.5169711301573336,91.4
0.3786029815673828,7,2,-25,-5127,-1.5756724340433532,90.6
0.4380607604980469,8,2,-1467,-5127,-1.8494823546858126,89.6
0.4830605983734131,9,2,-1475,-5187,-1.8478478649982595,88.8
0.5286209583282471,10,2,-425,-5202,-1.6523146225913292,88.1
0.5886087417602539,11,2,-60,-5198,-1.5823387152984916,87.1
0.6332747936248779,12,2,-1141,-5211,-1.7863543252212066,86.4
0.6781167984008789,13,2,-1586,-5129,-1.8706921159105376,85.7
0.7386107444763184,14,2,-1501,-5102,-1.8569220477383008,95.4
0.7836706638336182,15,2,-3286,-4389,-2.2134584484063238,94.7
0.8282804489135742,16,2,-5548,-2312,-2.7467503410980214,93.9
0.8884210586547852,17,2,-5953,-1960,-2.8235254167103596,93.0
0.933283805847168,18,2,-4309,-3935,-2.4015297327266936,92.2
0.9788098335266113,19,2,-2878,-4385,-2.151607472699555,91.5
1.0386192798614502,20,2,-4065,-3090,-2.4916286500570597,90.6
1.083197832107544,21,2,-5122,-271,-3.0887329214595196,89.9
1.1285984516143799,22,2,-5135,159,3.110638570916283,89.3
1.188664436340332,23,2,-5112,-706,-3.0043543759133744,88.4
1.232982873916626,24,2,-5154,-46,-3.13266778384922,97.5
1.2787184715270996,25,2,-5131,1109,2.9287297874818887,96.8
1.3385751247406006,26,2,-4698,2425,2.6650872809828026,95.9
1.3829541206359863,27,2,-3664,3680,2.3540158444018577,95.2
1.4285523891448975,28,2,-2957,4023,2.2046434471682157,94.5
1.4883685111999512,29,2,-477,4875,1.6683320067148084,93.6
1.5338242053985596,30,2,-3442,2848,2.4503508666408207,93.0
1.5780842304229736,31,2,-4393,-997,-2.9184210774812724,92.3
1.6383066177368164,32,2,-4523,-574,-3.015360518857061,100.6
1.683023452758789,33,2,-3745,2835,2.4936206356892883,99.9
1.7283546924591064,34,2,-1107,4787,1.7980528267572757,99.3
1.7882728576660156,35,2,1081,4834,1.3507916542913243,98.4
1.8335988521575928,36,2,-793,4885,1.7317261806195012,97.7
1.8786170482635498,37,2,-1450,4878,1.8597310110549314,97.1
1.938647985458374,38,2,-416,5210,1.650473736258337,96.2
1.9832277297973633,39,2,-1492,5187,1.850877471712185,95.6
2.02815842628479,40,2,-4731,3096,2.562125530759541,95.0
2.088228464126587,41,2,-5534,1607,2.8589785667400838,94.2
2.133175849914551,42,2,-3883,3938,2.349162257310166,93.6
2.178537368774414,43,2,-783,4880,1.7298911248031354,93.0
2.238713502883911,44,2,-1360,4610,1.8576696539676385,92.2
2.283691883087158,45,2,-2927,4001,2.2023956372958184,91.6
2.328456401824951,46,2,-3356,3827,2.29071673775341,91.0
2.3885724544525146,47,2,-2504,4526,2.076129707396046,90.3
2.43354868888855,48,2,-537,5008,1.6776166047951189,89.7
2.47798490524292,49,2,1535,4576,1.247145755029278,89.2
2.5382490158081055,50,2,2881,3720,0.9118222362076693,88.5
2.583279848098755,51,2,2885,3659,0.9031274972672454,95.9
2.628650426864624,52,2,2601,4002,0.9944738057372733,95.4
2.688589334487915,53,2,3209,3624,0.8460583208959702,94.6
2.73368763923645,54,2,3305,3419,0.8023507331453898,94.1
2.77821946144104,55,2,3824,2759,0.6250074807955004,93.5
2.8386037349700928,56,2,4412,1486,0.32487511969361105,92.8
2.8835368156433105,57,2,4458,1801,0.3839437187421594,92.3
2.9281535148620605,58,2,4019,2997,0.6407484927749604,91.7
2.9887452125549316,59,2,3489,3662,0.8095858659693422,91.0
3.033111095428467,60,2,3582,3599,0.7877655172815763,98.1
3.078315258026123,61,2,3818,3352,0.7204964178687636,97.5
3.1386477947235107,62,2,4269,2742,0.5709466883230387,96.8
3.1835267543792725,63,2,4500,2568,0.518571566765934,96.2
3.228654384613037,64,2,4702,2173,0.43290666987141546,95.7
3.2886857986450195,65,2,5044,1093,0.21339389077180773,95.0
3.3337604999542236,66,2,4872,1803,0.35444491151382057,94.5
3.378342390060425,67,2,4204,2893,0.6027314003207601,94.0
3.438776969909668,68,2,4232,2613,0.5531433902808499,93.3
3.483220100402832,69,2,4263,2613,0.549886185976903,92.8
3.52829909324646,70,2,4381,2401,0.5013436198357903,92.3
3.588890552520752,71,2,5130,44,0.008576787737976552,91.7
3.633647918701172,72,2,5032,-617,-0.12200626008953487,91.2
3.678260326385498,73,2,4652,1388,0.2899573085841125,90.7
3.738215684890747,74,2,3298,3472,0.8110941311838623,97.0
3.78293776512146,75,2,3352,3419,0.7952929815020949,96.5
3.827828884124756,76,2,3853,2935,0.650975058075706,96.0
3.888613224029541,77,2,3691,3359,0.7383407303015882,95.4
3.9331769943237305,78,2,4084,3007,0.634667485986416,94.9
3.978837251663208,79,2,4463,2509,0.5121447508283419,94.4
4.038851022720337,80,2,3814,3420,0.7309868972069647,93.8
4.083784341812134,81,2,3361,3758,0.8411067216201052,93.3
4.128116846084595,82,2,4424,1751,0.37687669981986754,92.8
4.188065767288208,83,2,4653,1165,0.24533260961559775,92.2
4.233635902404785,84,2,4461,2067,0.43389935767340576,91.8
4.278003931045532,85,2,4411,2354,0.4902161589126305,91.3
4.338188648223877,86,2,4152,2966,0.6202950502968192,90.7
4.383138656616211,87,2,3879,3270,0.7004165919081307,90.3
4.428367853164673,88,2,4672,1761,0.3604584719450559,89.8
4.48856782913208,89,2,4770,1775,0.3562410677553607,89.3
4.533568382263184,90,2,4505,2357,0.4820320950463436,95.2
