timestamp,frame,range_bin,I,Q,phase,heart_rate_bpm
0.08204984664916992,1,16,-90,1613,1.6265351836360402,0
0.12634730339050293,2,16,-705,1419,2.0319037211070436,0
0.18629860877990723,3,16,-1245,806,2.5670547309482,0
0.23172473907470703,4,16,-1077,934,2.4271839000708777,0
0.27672863006591797,5,16,-958,982,2.343823987227004,0
0.3369612693786621,6,16,-1231,436,2.8011956773539026,0
0.3816840648651123,7,16,-1326,304,2.91622631144309,0
0.4264185428619385,8,16,-817,1147,2.1897250276781524,0
0.48625612258911133,9,16,-87,1465,1.6301123287093868,0
0.5313024520874023,10,16,-955,1132,2.2715862279142893,0
0.5764369964599609,11,16,-1341,-499,-2.785357765205084,0
0.636497974395752,12,16,-995,-1005,-2.3511945318583867,0
0.681753396987915,13,16,-1430,13,3.1325019949247332,0
0.7269482612609863,14,16,-655,1226,2.061473077384939,0
0.7864038944244385,15,16,-870,1117,2.232520905439147,0
0.831270694732666,16,16,-1349,-392,-2.8587951271950454,0
0.8762719631195068,17,16,-304,-1324,-1.7964916661375825,0
0.9361882209777832,18,16,-370,-1313,-1.845470989091454,0
0.9816291332244873,19,16,-1358,-186,-3.005473495893273,0
1.0266337394714355,20,16,-707,1239,2.0893337983898563,0
1.086534023284912,21,16,-641,1279,2.035381728581118,0
1.1316657066345215,22,16,-1398,357,2.891571168862816,0
1.176537275314331,23,16,-1422,-250,-2.9675624060260297,0
1.236574649810791,24,16,-1354,-421,-2.840138218838887,0
1.2814068794250488,25,16,-1169,-620,-2.6539469480241173,0
1.3267693519592285,26,16,-1128,-595,-2.6562017162607,0
1.3862342834472656,27,16,-1293,320,2.8989810654301786,0
1.4314236640930176,28,16,-1027,969,2.385244431925381,0
1.476597547531128,29,16,-1273,210,2.9781004476468502,0
1.5366601943969727,30,16,-931,-811,-2.4249721741820744,0
1.581751823425293,31,16,-665,-1011,-2.152610606862979,0
1.6267013549804688,32,16,-1167,-413,-2.8014486704298553,0
1.6863899230957031,33,16,-366,1322,1.840884674261424,0
1.7316298484802246,34,16,394,1409,1.2981298820735703,0
1.776456594467163,35,16,-1376,-46,-3.1081748663456383,0
1.8365561962127686,36,16,11,-1414,-1.5630171343566295,0
1.881727695465088,37,16,-1271,-865,-2.544028732177405,0
1.9266576766967773,38,16,-638,1333,2.017193831034302,0
1.98659086227417,39,16,-791,1169,2.165676400998696,0
2.0315182209014893,40,16,-1254,-495,-2.7656316997184875,0
2.0765483379364014,41,16,-1199,-577,-2.693069941567151,0
