timestamp,frame,range_bin,I,Q,phase
0.0740354061126709,1,1,-5485,-12187,-1.993708252620715
0.13307404518127441,2,0,-2188,-9629,-1.794232528973356
0.17750191688537598,3,0,-716,6767,1.6762117063022948
0.2237856388092041,4,2,-4286,-3141,-2.509157453607324
0.2834289073944092,5,1,8615,-8330,-0.7685806283905191
0.3277280330657959,6,1,4568,-13665,-1.2481898149223336
0.37346720695495605,7,2,-8548,1022,3.02259737488749
0.4330935478210449,8,2,-3218,5063,2.136975805819211
0.47793149948120117,9,2,5539,5686,0.7984931832109262
0.5241012573242188,10,2,4464,-4646,-0.8053735522422014
0.5829179286956787,11,2,-5254,-2144,-2.754148760970376
0.6274759769439697,12,2,-2474,4783,2.048147396900699
0.6727471351623535,13,1,-1541,4944,1.8729439445575524
0.7332000732421875,14,2,-227,5358,1.6131375604813676
0.778221607208252,15,2,-3270,32,3.1318070332317167
0.8236303329467773,16,1,2336,4338,1.0768274649547493
0.8829903602600098,17,1,3485,-4812,-0.9439923161180696
0.9293820858001709,18,1,906,-4056,-1.3510312335366126
0.9735836982727051,19,5,869,-1533,-1.0550992028845543
1.0329604148864746,20,0,673,1717,1.1972377786758748
1.0779483318328857,21,0,-1168,-2267,-2.0465443623652737
1.122694492340088,22,5,-2771,-160,-3.0839158073314037
1.1835877895355225,23,0,-2241,-2417,-2.3184279991413894
1.2278344631195068,24,0,3482,-911,-0.25589540714483516
1.2729887962341309,25,0,398,5627,1.5001835168438153
1.3341636657714844,26,0,-6098,2589,2.7400901473322206
1.3785693645477295,27,0,-4139,-2782,-2.549808298425015
1.4237055778503418,28,0,-532,-3473,-1.7227964872983172
1.4843175411224365,29,0,2531,-2216,-0.7191376058759046
1.5278356075286865,30,0,2729,2233,0.6857694183210628
1.573477029800415,31,5,2050,-2056,-0.7868594385385466
1.6336596012115479,32,5,2907,1418,0.4538304465186983
1.6777842044830322,33,5,361,3755,1.4749524030883279
1.7239015102386475,34,4,63,-4313,-1.5561903634471548
1.783221960067749,35,4,4412,-1473,-0.3222264534701038
1.8289341926574707,36,0,2611,-4190,-1.0135281969237449
1.8729064464569092,37,0,5645,-2144,-0.3629767239292332
1.9331364631652832,38,0,6411,-70,-0.010918299552078424
1.9782848358154297,39,0,6568,1829,0.2715906489760087
2.0233075618743896,40,0,6745,1633,0.23753463189561275
2.0831470489501953,41,0,7529,2869,0.36407284751847563
2.1286303997039795,42,0,7138,4784,0.5904556358747239
2.173069715499878,43,0,1866,9484,1.3765253763436869
2.2330753803253174,44,0,-4273,9637,1.9881441817610972
2.2778234481811523,45,0,-11106,1886,2.9733792766256384
2.322880744934082,46,0,-5625,-10157,-2.07655634548017
2.383017063140869,47,0,10110,-5097,-0.46696552549011444
2.4281203746795654,48,0,5623,8894,1.0070191033205393
2.4732978343963623,49,0,-9315,4148,2.722651385461529
2.5342600345611572,50,0,-6901,-7025,-2.347290517547947
2.579078435897827,51,0,-2081,-9784,-1.7803675167849917
2.6238656044006348,52,0,1718,-10084,-1.4020476520751266
2.6843154430389404,53,0,6015,-7401,-0.8883424449148931
2.7277090549468994,54,0,7103,-4521,-0.5668203087967104
2.773327112197876,55,0,8234,-2193,-0.26029244784955363
2.8328781127929688,56,0,7864,4637,0.5327737286489537
2.877485752105713,57,0,3211,8596,1.2133011497676576
2.9233195781707764,58,0,-4755,8464,2.0826471240522286
2.983630895614624,59,0,-9642,4549,2.7007665758388923
3.028188467025757,60,0,-11219,1151,3.039356533363334
3.072901725769043,61,0,-11632,378,3.1091075242133175
3.1328322887420654,62,0,-10629,5190,2.687359466985938
3.17801570892334,63,0,-6292,10099,2.127979187254237
3.2233431339263916,64,0,-3417,11414,1.8616743013263108
3.2829856872558594,65,0,4131,11138,1.2156316588061833
3.327928066253662,66,0,7554,8654,0.8531619698759828
3.37333607673645,67,0,9361,5904,0.5626890174677092
3.4335219860076904,68,0,8696,6516,0.6430593801906376
3.478060007095337,69,0,5782,9783,1.037002044629938
3.524158477783203,70,0,1394,11418,1.4493096200107818
3.583617925643921,71,0,-5752,9658,2.10795095598822
3.627789258956909,72,0,-9845,4747,2.692307522177025
3.673095703125,73,0,-11259,-206,-3.12329822089623
3.7326385974884033,74,0,-10696,-4846,-2.7161914964846092
3.7789454460144043,75,0,-6233,-9468,-2.1530001208605722
3.822848320007324,76,0,-513,-10305,-1.6205369240274488
3.883157968521118,77,0,2851,-8819,-1.2581215434000395
3.9284255504608154,78,0,3666,-7845,-1.1336459246004247
3.973006248474121,79,0,3673,-8015,-1.1410898984991795
4.033112287521362,80,0,2518,-8267,-1.2751389008796377
4.077260971069336,81,0,-1582,-7298,-1.784265307917588
4.123988628387451,82,0,-6705,-4007,-2.602929617503306
4.183714866638184,83,1,8975,2427,0.26410123081590275
4.229205131530762,84,1,10129,-1803,-0.17615866766037275
4.273125648498535,85,1,8549,-5769,-0.5936230902823892
4.333883047103882,86,1,8584,-3408,-0.37793279424674414
4.377589464187622,87,1,8049,1399,0.17209119360707076
4.423262596130371,88,1,6260,4681,0.6420682617325065
4.483738660812378,89,0,-6097,-5637,-2.3953767444150387
4.528345823287964,90,0,-868,-7597,-1.6845586346807235
4.572975397109985,91,0,5916,-3327,-0.5122931513518946
4.632918119430542,92,0,7721,-1888,-0.239821867632206
4.678123712539673,93,0,5637,-5799,-0.799563008198283
4.724162578582764,94,2,7,-5384,-1.5694961789390702
4.783495664596558,95,2,-1630,-3492,-2.00751754523804
4.82849907875061,96,0,-2301,-4616,-2.0332300284755487
4.873933792114258,97,2,-4767,2411,2.673340640124954
4.933394908905029,98,2,-5178,762,2.9954803191533625
4.978132009506226,99,2,-4424,-1189,-2.8790357112069525
5.023638725280762,100,2,-4876,-1693,-2.8074047771700026
5.083977460861206,101,0,3851,-3131,-0.6826390756075131
5.128479480743408,102,0,3735,3740,0.7860670596187589
5.173906087875366,103,0,-2411,5866,1.960760140364912
5.233240365982056,104,0,-3615,6306,2.091324645546672
5.277799844741821,105,0,-3779,6133,2.1230242396633527
5.323786020278931,106,0,-3730,4802,2.231204831525859
5.383606672286987,107,0,-3409,3988,2.278078791585913
5.427765130996704,108,0,-2124,5058,1.96836381492891
5.4736480712890625,109,0,-2231,5217,1.9749012947659996
5.533349514007568,110,0,-2696,5053,2.060917986520847
5.578588485717773,111,0,-2553,6332,1.954049800298848
5.622834920883179,112,0,-592,7866,1.6459153270079525
5.682697534561157,113,0,547,8620,1.5074242213566027
5.727893590927124,114,0,3250,7357,1.1548190993377705
5.773347616195679,115,0,6751,4903,0.6281354062190992
5.8330628871917725,116,0,7792,1697,0.21443894471647246
5.8791584968566895,117,0,5925,-3882,-0.5800149900369519
5.92366099357605,118,0,3423,-4598,-0.930854046004156
5.982771635055542,119,0,2794,-4690,-1.0335183090273294
