timestamp,frame,range_bin,I,Q,phase,heart_rate_bpm
0.07756900787353516,1,3,-950,6529,1.7152869922854967,0
0.13676071166992188,2,3,1449,5491,1.312791449651207,0
0.18184185028076172,3,3,3080,4943,1.0135620368120222,0
0.22650504112243652,4,3,7694,2233,0.28246601580432823,0
0.28681397438049316,5,3,5873,-3837,-0.5787117626726471,0
0.3317532539367676,6,3,5514,-2765,-0.4648076171805614,0
0.377288818359375,7,3,5226,89,0.017028587314908646,0
0.4367101192474365,8,3,266,7038,1.5330194793058007,0
0.4815075397491455,9,2,708,8215,1.484824951789898,0
0.527233362197876,10,1,4468,-651,-0.1446846566171427,0
0.5866544246673584,11,3,-3511,92,3.1153952874711446,0
0.6317508220672607,12,20,1035,654,0.5635343402149312,0
0.677008867263794,13,3,-1581,-3177,-2.032553578879162,0
0.736586332321167,14,2,5198,3660,0.6134836893570742,0
0.7817995548248291,15,2,5520,3023,0.5010332959515085,0
0.8265581130981445,16,2,4741,1567,0.3192173109238326,0
0.886735200881958,17,3,-2511,-2750,-2.31079707707645,0
0.9315483570098877,18,3,-1821,2759,2.154184482014137,0
0.9770703315734863,19,4,426,-2488,-1.401218864997539,0
1.036773920059204,20,20,1006,539,0.49186434383682065,0
1.0814433097839355,21,4,502,1223,1.1813001651747028,0
1.126941442489624,22,3,-2301,715,2.8403170532173196,0
1.186572790145874,23,3,-1865,2357,2.24018528062865,0
1.2318859100341797,24,3,2295,-2087,-0.7379668545462751,0
1.27646803855896,25,2,-1174,-571,-2.688907263901665,0
1.336714267730713,26,7,-245,-681,-1.9161438990592758,0
1.3815670013427734,27,2,-1395,998,2.5205976577484748,0
1.4281022548675537,28,2,-599,919,2.148432677148952,0
1.4865849018096924,29,6,-373,866,1.9774984439250396,0
1.531775951385498,30,3,1158,213,0.1819045452299519,0
1.5765573978424072,31,3,-981,-586,-2.6031242239337065,0
1.6367578506469727,32,2,496,1423,1.2354054851567962,0
1.6816165447235107,33,3,1027,34,0.033094047367035286,0
1.7270357608795166,34,5,392,1070,1.2196261675202416,0
1.786696195602417,35,4,-343,-889,-1.9390250125425417,0
1.831794261932373,36,2,-984,-270,-2.8737934164005963,0
1.8768982887268066,37,1,820,-111,-0.13454801582835987,0
1.936631679534912,38,16,-58,603,1.666687073475145,0
1.9817993640899658,39,2,-736,-869,-2.2735173432497024,0
2.026867389678955,40,3,128,809,1.4138770902551447,0
2.0867700576782227,41,3,530,823,0.9986609094925153,0
2.1317479610443115,42,2,-841,-3,-3.1380254867939428,0
2.1770999431610107,43,5,-28,987,1.5991575145007684,0
2.2367379665374756,44,4,-806,-655,-2.4591826887858415,0
2.281827211380005,45,5,819,782,0.7622917206091941,0
2.3265531063079834,46,2,-951,51,3.0880162148221624,0
2.3866255283355713,47,3,225,795,1.2949904282063742,0
2.431912660598755,48,3,-357,766,2.006923093484144,0
2.4770312309265137,49,1,932,142,0.1511977165116413,0
2.537010908126831,50,1,568,513,0.7345631819715401,0
2.5818283557891846,51,4,-626,100,2.9831866125820325,0
2.626520872116089,52,4,-1226,-786,-2.57149289900909,0
2.686513662338257,53,4,-1185,-1458,-2.253267788337138,0
2.731796979904175,54,3,1197,506,0.39994083148691834,0
2.7769551277160645,55,3,918,-210,-0.2248886307020433,0
2.8365769386291504,56,3,661,-719,-0.8274024279344819,0
2.8816637992858887,57,3,188,-843,-1.3513738961960367,0
2.9264414310455322,58,2,1362,449,0.31844295896135616,0
2.986781358718872,59,2,820,-1432,-1.0507482284273801,0
3.0317487716674805,60,3,379,1508,1.3245698090669369,0
3.0772030353546143,61,3,1100,641,0.5276221388512795,0
3.13659930229187,62,3,1216,187,0.1525875313368838,0
3.1818628311157227,63,3,573,-959,-1.0322190105011977,0
3.2272653579711914,64,6,994,99,0.09927020645188311,0
3.286679983139038,65,3,-1395,-659,-2.700266648258485,0
3.3316938877105713,66,3,-1560,165,3.0362152144008507,0
3.377207040786743,67,3,-1844,105,3.0847126433816032,0
3.4365885257720947,68,3,-1153,-257,-2.9222809752729084,0
3.4819133281707764,69,4,977,-392,-0.38156476443987103,0
3.5268349647521973,70,3,588,1164,1.103033514686979,0
3.5868382453918457,71,3,1112,2345,1.1280005727689477,0
3.631722927093506,72,2,-2152,-1626,-2.4945323132000565,0
3.6769766807556152,73,3,2256,2291,0.793095394270119,0
3.736884832382202,74,3,3016,401,0.1321823042173667,0
3.781529188156128,75,2,-2400,757,2.8360528193064884,0
3.8265178203582764,76,2,-1102,1628,2.165852989409633,0
3.886474609375,77,3,1029,-498,-0.45073752816842333,0
3.9317846298217773,78,15,-627,-374,-2.6037571268963644,0
3.9769654273986816,79,4,-1092,-697,-2.5735017650115912,0
4.036855936050415,80,2,127,2038,1.508560806853401,0
4.08181095123291,81,2,1990,-1414,-0.6177733005675489,0
4.127108812332153,82,3,-1150,79,3.073004756857197,0
4.186453580856323,83,5,-474,-1655,-1.8497343005621143,0
4.231554985046387,84,4,1582,-409,-0.2529939286151218,0
4.277151584625244,85,4,1452,-246,-0.16782784046180874,0
4.3365466594696045,86,4,1492,246,0.16340917058032062,0
4.381426811218262,87,4,863,1300,0.9847489287188823,0
4.426757335662842,88,3,-1072,-862,-2.4643539872234093,0
4.487084150314331,89,6,-552,-937,-2.103173105043112,0
4.531830072402954,90,3,-1433,-1539,-2.320543384041872,0
4.576512336730957,91,3,-1202,-1809,-2.1572665601972254,0
4.636533737182617,92,3,-913,-1700,-2.063649633246801,0
4.681887865066528,93,5,573,693,0.8799025425501803,0
4.726686954498291,94,2,-1209,1806,2.16071316996452,0
4.78672456741333,95,3,1269,-602,-0.44294992815205936,0
4.8318705558776855,96,4,-410,-1049,-1.9433886069791606,0
4.876969575881958,97,3,912,350,0.3664388640843225,0
4.93686318397522,98,2,-823,-419,-2.670681249826033,0
4.981660842895508,99,3,1199,641,0.49095243690176704,0
5.026821613311768,100,3,-1338,-701,-2.658995580746294,0
5.086612701416016,101,2,-753,-697,-2.3947959953515108,0
5.131729602813721,102,5,1156,414,0.3439004604109777,0
5.176553249359131,103,5,161,1254,1.4431057221331642,0
5.236526966094971,104,3,-1,-1351,-1.5715365191097537,0
5.282061576843262,105,15,-303,-533,-2.0877170755059677,0
5.326812982559204,106,3,1696,818,0.44939679231921814,0
5.3867716789245605,107,4,-242,-1068,-1.7936253120623342,0
5.4316935539245605,108,8,-456,-635,-2.1935736884340904,0
5.4765729904174805,109,8,-383,-739,-2.0489512468192195,0
5.5367431640625,110,7,904,235,0.25432661207105983,0
5.581814289093018,111,2,-50,1363,1.607463670709837,0
5.6267335414886475,112,1,941,-1141,-0.8811657890550886,0
5.6866772174835205,113,2,-1032,511,2.6818285202117726,0
5.731632709503174,114,7,658,-579,-0.7216205902097109,0
5.77689003944397,115,2,-451,1290,1.9071258065538146,0
5.836747884750366,116,4,187,-880,-1.361410933841401,0
5.8818323612213135,117,2,-1243,1182,2.3813438257990933,0
5.927155017852783,118,2,514,1428,1.2252903420074204,0
5.986918687820435,119,5,-1510,374,2.898796712284992,0
6.031930446624756,120,3,2225,194,0.08697106368778343,0
6.07658052444458,121,4,-1195,713,2.603638023851138,0
6.136764764785767,122,2,-1225,1186,2.372368940202238,0
6.181769609451294,123,2,1576,1624,0.8003970385492989,0
6.2267796993255615,124,2,2174,1072,0.4581126101747445,0
6.286626577377319,125,2,1621,-1582,-0.7732226801536596,0
6.331552505493164,126,3,449,2514,1.39405993654807,0
6.37705659866333,127,3,2084,170,0.08139367627605283,0
6.436867713928223,128,1,1604,-741,-0.4327635349040941,0
6.481787443161011,129,2,-2100,2269,2.3175321450697832,0
6.5266547203063965,130,1,-749,-1464,-2.0436903407562026,0
6.586759328842163,131,2,-70,2090,1.604276634444936,0
6.631675720214844,132,2,-585,1060,2.075086976552705,0
6.676915884017944,133,2,-2191,401,2.960574635992592,0
6.736772775650024,134,2,-1910,-801,-2.7444988452951367,0
6.781770944595337,135,3,897,695,0.6591881702054686,0
6.826951503753662,136,2,-1204,1988,2.1153480349509333,0
6.886688232421875,137,2,1196,559,0.4372220437409879,0
6.9316465854644775,138,5,-45,1287,1.6057471233255494,0
6.976897954940796,139,1,-1182,-634,-2.6492671184487513,0
7.036863803863525,140,2,1752,-1919,-0.8308585123490903,0
7.081849098205566,141,2,-1318,-1589,-2.2632398910679883,0
7.126748085021973,142,4,-1398,535,2.776097555783926,0
7.186490297317505,143,2,211,894,1.3390199596690662,0
7.231693744659424,144,1,543,1029,1.0852375767544535,0
7.276526212692261,145,2,1436,-1075,-0.642609147830143,0
7.336899757385254,146,1,1252,-1654,-0.9228602297248656,0
7.381653785705566,147,2,984,-856,-0.7159448374021262,0
7.426503658294678,148,3,313,986,1.2634134782589295,0
7.4865899085998535,149,2,-576,1544,1.9278624532617588,0
7.531687498092651,150,1,-1109,-1001,-2.4073346949509267,0
7.576480388641357,151,2,-2546,-1339,-2.657422347106372,0
7.636496543884277,152,3,-855,-547,-2.5724454265729797,0
7.681705713272095,153,2,-3459,-709,-2.9394204137842865,0
7.727039575576782,154,1,3088,2504,0.6813404692891757,0
7.786676406860352,155,1,2078,-11,-0.005293502047901981,0
7.8317646980285645,156,18,13,848,1.5554673388861575,0
7.876611709594727,157,2,1577,524,0.3207990798978486,0
7.936823606491089,158,1,-1051,139,3.010100773081258,0
7.981626749038696,159,1,-2603,799,2.8437687590281233,0
8.026705503463745,160,1,-732,1746,1.9677814946561534,0
